Chemical 1,Chemical 2,Similarity
DB01345,DB00993,1
DB00530,DB00396,1
DB01844,DB00588,1
DB00698,DB00501,1
DB03703,DB00363,1
DB01370,DB00620,1
DB04551,DB00932,1
DB00963,DB01268,1
DB00222,DB02379,1
DB00197,DB00512,1
DB00897,DB00549,1
DB01023,DB00773,1
DB01698,DB00533,1
DB01016,DB00254,1
DB00391,DB00580,1
DB00323,DB01037,1
DB00594,DB00936,1
DB00626,DB01933,1
DB01248,DB02691,1
DB01110,DB00917,1
DB02345,DB00388,1
DB01242,DB00598,1
DB00586,DB04751,1
DB00842,DB00122,1
DB00712,DB00808,1
DB00947,DB00357,1
DB01100,DB02852,1
DB01159,DB00796,1
DB00759,DB00642,1
DB01221,DB00608,1
DB01174,DB00482,1
DB01085,DB00583,1
DB01033,DB00381,1
DB00503,DB00338,1
DB00458,DB00472,1
DB01677,DB00806,1
DB00279,DB00275,1
DB00122,DB02789,1
DB00818,DB02379,1
DB00412,DB00831,1
DB00929,DB00126,1
DB02860,DB00411,1
DB00276,DB01229,1
DB01412,DB00227,1
DB04077,DB00515,1
DB04572,DB00321,1
DB01698,DB04725,1
DB00136,DB00864,1
DB00843,DB00790,1
DB04258,DB00718,1
DB00380,DB01919,1
DB00501,DB01452,1
DB00910,DB00184,1
DB01173,DB00428,1
DB00744,DB00669,1
DB01156,DB00598,1
DB00783,DB00531,1
DB04224,DB01029,1
DB01440,DB00753,1
DB03419,DB00623,1
DB03227,DB00573,1
DB00564,DB01259,1
DB00162,DB00688,1
DB01166,DB00682,1
DB00533,DB01204,1
DB00136,DB00863,1
DB01041,DB01065,1
DB01097,DB00608,1
DB02056,DB01101,1
DB00584,DB00421,1
DB01919,DB00806,1
DB00920,DB04224,1
DB00572,DB00503,1
DB01222,DB04557,1
DB01093,DB00968,1
DB01098,DB00162,1
DB00173,DB01126,1
DB00563,DB00860,1
DB00515,DB01136,1
DB00281,DB01115,1
DB01026,DB00400,1
DB01229,DB00710,1
DB01212,DB01348,1
DB00206,DB00988,1
DB02375,DB01296,1
DB01169,DB00947,1
DB03575,DB01136,1
DB00778,DB04707,1
DB00988,DB00307,1
DB00193,DB01095,1
DB00650,DB01039,1
DB00445,DB01013,1
DB01950,DB00677,1
DB01222,DB01035,1
DB02691,DB00136,1
DB02527,DB00715,1
DB00316,DB00997,1
DB02056,DB00290,1
DB04827,DB00762,1
DB01656,DB00296,1
DB01919,DB00290,1
DB00398,DB00451,1
DB00515,DB00091,1
DB01058,DB00857,1
DB01544,DB04557,1
DB01844,DB00451,1
DB02056,DB00514,1
DB00122,DB01367,1
DB00412,DB00589,1
DB00503,DB01039,1
DB00268,DB00207,1
DB00208,DB03222,1
DB00636,DB01262,1
DB00338,DB02426,1
DB01009,DB01076,1
DB01267,DB00448,1
DB00301,DB00608,1
DB00313,DB00917,1
DB01032,DB04557,1
DB01037,DB00770,1
DB00675,DB02546,1
DB00605,DB01420,1
DB02210,DB01399,1
DB02325,DB00995,1
DB00929,DB04014,1
DB01174,DB00441,1
DB01677,DB01065,1
DB01016,DB00549,1
DB01030,DB01236,1
DB04137,DB00590,1
DB00833,DB00608,1
DB02967,DB00704,1
DB00977,DB00279,1
DB01100,DB00987,1
DB00608,DB00482,1
DB01200,DB00526,1
DB02056,DB00378,1
DB02052,DB00553,1
DB01454,DB00177,1
DB00398,DB01844,1
DB01076,DB00661,1
DB00737,DB00238,1
DB00833,DB00266,1
DB00281,DB00795,1
DB01142,DB00415,1
DB00400,DB00966,1
DB01229,DB01032,1
DB00136,DB00917,1
DB00851,DB01009,1
DB00710,DB00773,1
DB01425,DB04315,1
DB00570,DB00279,1
DB00526,DB00356,1
DB00322,DB00305,1
DB03904,DB00379,1
DB00939,DB00636,1
DB00178,DB00796,1
DB00515,DB02375,1
DB00276,DB00254,1
DB00134,DB00158,1
DB00970,DB00746,1
DB04311,DB00411,1
DB00786,DB00291,1
DB02021,DB00313,1
DB01174,DB04077,1
DB02116,DB00502,1
DB00254,DB00974,1
DB02116,DB00958,1
DB00468,DB00119,1
DB03128,DB01917,1
DB02745,DB00428,1
DB01029,DB01149,1
DB01099,DB00290,1
DB00305,DB00441,1
DB01099,DB00922,1
DB03193,DB00497,1
DB00136,DB00480,1
DB00531,DB01645,1
DB02772,DB00482,1
DB00891,DB00730,1
DB00523,DB01229,1
DB00162,DB00531,1
DB00435,DB00379,1
DB01229,DB00458,1
DB00564,DB01200,1
DB02533,DB02967,1
DB01039,DB00193,1
DB01919,DB00148,1
DB00177,DB00945,1
DB00322,DB00866,1
DB01166,DB00197,1
DB01173,DB00379,1
DB03783,DB01069,1
DB01454,DB00863,1
DB01454,DB00220,1
DB01628,DB01029,1
DB00316,DB04365,1
DB04315,DB00679,1
DB00541,DB00313,1
DB00996,DB00624,1
DB00636,DB01064,1
DB01597,DB00753,1
DB00720,DB00928,1
DB00394,DB00605,1
DB01059,DB03783,1
DB00590,DB00444,1
DB00685,DB00494,1
DB00808,DB04828,1
DB00305,DB00320,1
DB03435,DB01236,1
DB02056,DB02701,1
DB01933,DB00704,1
DB00710,DB03796,1
DB00991,DB01097,1
DB00695,DB00428,1
DB01032,DB02052,1
DB00367,DB01997,1
DB03128,DB00465,1
DB01032,DB00536,1
DB04106,DB00541,1
DB00619,DB00564,1
DB02656,DB00799,1
DB00761,DB00401,1
DB00482,DB00761,1
DB02424,DB00399,1
DB01113,DB00575,1
DB00682,DB00884,1
DB00445,DB00091,1
DB00860,DB00822,1
DB00401,DB00958,1
DB00987,DB04690,1
DB00388,DB00657,1
DB00291,DB00295,1
DB00977,DB01029,1
DB00822,DB00788,1
DB01186,DB00322,1
DB00321,DB01037,1
DB00990,DB02175,1
DB01454,DB00491,1
DB00655,DB01590,1
DB01054,DB03345,1
DB02546,DB03193,1
DB00540,DB00831,1
DB00413,DB00399,1
DB01001,DB00412,1
DB00493,DB01708,1
DB00883,DB00704,1
DB00990,DB00770,1
DB01181,DB01429,1
DB00627,DB00421,1
DB00987,DB01039,1
DB00620,DB00313,1
DB01221,DB00379,1
DB00624,DB00457,1
DB01435,DB01222,1
DB00738,DB00207,1
DB00867,DB00014,1
DB00720,DB00602,1
DB00640,DB00606,1
DB00573,DB00734,1
DB01104,DB01050,1
DB00263,DB02010,1
DB00136,DB04216,1
DB02701,DB01159,1
DB00158,DB00809,1
DB00723,DB03193,1
DB00907,DB01199,1
DB01110,DB00730,1
DB00818,DB00320,1
DB02539,DB00995,1
DB00908,DB00443,1
DB00380,DB00620,1
DB00445,DB00368,1
DB04315,DB00542,1
DB00499,DB01242,1
DB00204,DB00753,1
DB00126,DB04703,1
DB00633,DB00127,1
DB00627,DB01394,1
DB00250,DB00938,1
DB00312,DB01852,1
DB02998,DB01006,1
DB00563,DB00907,1
DB00399,DB00431,1
DB01083,DB00471,1
DB00415,DB00798,1
DB01097,DB00307,1
DB00282,DB01696,1
DB02539,DB00908,1
DB01132,DB04224,1
DB01189,DB00870,1
DB00583,DB01366,1
DB00788,DB00563,1
DB01057,DB00240,1
DB02656,DB03128,1
DB01698,DB00951,1
DB01050,DB01229,1
DB00515,DB00482,1
DB01366,DB00526,1
DB00518,DB01392,1
DB00184,DB01296,1
DB00747,DB00193,1
DB01452,DB01378,1
DB00747,DB04348,1
DB00122,DB02527,1
DB02379,DB00947,1
DB00122,DB00977,1
DB04703,DB00675,1
DB04703,DB00909,1
DB00900,DB04557,1
DB00530,DB00898,1
DB00400,DB00655,1
DB00746,DB01223,1
DB00929,DB03206,1
DB00746,DB01039,1
DB00704,DB00490,1
DB01034,DB01188,1
DB00939,DB02325,1
DB00661,DB00328,1
DB00411,DB00598,1
DB00122,DB00590,1
DB00795,DB04077,1
DB00512,DB00136,1
DB00184,DB00917,1
DB00724,DB00115,1
DB04224,DB03783,1
DB00322,DB01942,1
DB04690,DB01026,1
DB00501,DB01393,1
DB01050,DB01065,1
DB00277,DB00014,1
DB00126,DB00961,1
DB04005,DB00668,1
DB00746,DB00470,1
DB00227,DB00865,1
DB00583,DB01104,1
DB00307,DB00790,1
DB00531,DB00716,1
DB00762,DB00444,1
DB00201,DB00312,1
DB00512,DB00435,1
DB01393,DB00368,1
DB00382,DB02533,1
DB01917,DB00348,1
DB01033,DB00468,1
DB00945,DB00997,1
DB01338,DB01222,1
DB01436,DB03754,1
DB04173,DB01050,1
DB01100,DB00321,1
DB01128,DB00289,1
DB00468,DB02266,1
DB01099,DB01030,1
DB04551,DB00222,1
DB01420,DB01242,1
DB00115,DB00457,1
DB00759,DB00783,1
DB00320,DB00741,1
DB00515,DB00943,1
DB00836,DB00852,1
DB00126,DB02300,1
DB04224,DB00920,1
DB01026,DB02379,1
DB00443,DB00273,1
DB00269,DB01576,1
DB01819,DB01076,1
DB00254,DB00378,1
DB01351,DB00861,1
DB01367,DB02379,1
DB00188,DB02056,1
DB00927,DB04827,1
DB00636,DB00863,1
DB00977,DB00188,1
DB00197,DB00281,1
DB01267,DB01033,1
DB01011,DB00715,1
DB00814,DB00445,1
DB00482,DB01101,1
DB00864,DB01424,1
DB01370,DB01927,1
DB00539,DB00947,1
DB01054,DB00484,1
DB00166,DB02855,1
DB00783,DB00132,1
DB00570,DB00136,1
DB04551,DB00252,1
DB00661,DB03783,1
DB01162,DB00466,1
DB01399,DB02656,1
DB00503,DB00795,1
DB00435,DB00641,1
DB00833,DB00640,1
DB00772,DB02855,1
DB00136,DB00831,1
DB01927,DB00140,1
DB00331,DB01296,1
DB00907,DB00682,1
DB00982,DB00829,1
DB00398,DB02300,1
DB00483,DB00307,1
DB00254,DB00290,1
DB00468,DB00694,1
DB03904,DB02056,1
DB04417,DB00278,1
DB01009,DB00694,1
DB00158,DB02052,1
DB00388,DB00958,1
DB00220,DB00806,1
DB00844,DB00480,1
DB01296,DB00608,1
DB02116,DB00602,1
DB01174,DB00448,1
DB03193,DB01128,1
DB03435,DB04258,1
DB02712,DB04540,1
DB00970,DB00847,1
DB00126,DB01337,1
DB00995,DB01199,1
DB00643,DB01136,1
DB01113,DB00526,1
DB01412,DB01418,1
DB01143,DB00623,1
DB00533,DB01212,1
DB00945,DB00119,1
DB00208,DB00281,1
DB01393,DB01206,1
DB00132,DB04557,1
DB00320,DB00909,1
DB01403,DB00834,1
DB00499,DB00503,1
DB00633,DB00342,1
DB04166,DB00367,1
DB00958,DB00845,1
DB00388,DB01454,1
DB02285,DB01182,1
DB00974,DB00951,1
DB00898,DB01013,1
DB00203,DB00790,1
DB00441,DB00325,1
DB00188,DB03904,1
DB02347,DB03880,1
DB00514,DB00490,1
DB00482,DB00710,1
DB02342,DB02266,1
DB00338,DB00255,1
DB03052,DB00619,1
DB00282,DB00197,1
DB01095,DB01224,1
DB01039,DB00999,1
DB01115,DB04841,1
DB00297,DB00679,1
DB00266,DB01268,1
DB00526,DB01080,1
DB00763,DB00396,1
DB01436,DB00379,1
DB00977,DB02691,1
DB01212,DB00208,1
DB04743,DB00526,1
DB01212,DB00261,1
DB00798,DB00945,1
DB01080,DB01117,1
DB01088,DB00770,1
DB01032,DB03568,1
DB00573,DB00554,1
DB00997,DB04137,1
DB01120,DB01248,1
DB00772,DB00958,1
DB04743,DB04557,1
DB00450,DB00608,1
DB01019,DB01182,1
DB00203,DB00678,1
DB01041,DB01050,1
DB00852,DB00605,1
DB00143,DB00348,1
DB00313,DB00515,1
DB01452,DB01001,1
DB00700,DB01708,1
DB01095,DB00512,1
DB00515,DB01073,1
DB01092,DB01348,1
DB01393,DB01229,1
DB01076,DB00665,1
DB00917,DB01030,1
DB00755,DB01242,1
DB01370,DB00342,1
DB01919,DB00898,1
DB00727,DB01189,1
DB00335,DB03796,1
DB00780,DB02659,1
DB01420,DB00533,1
DB00642,DB01055,1
DB00104,DB00608,1
DB03880,DB00717,1
DB03435,DB00675,1
DB00512,DB00995,1
DB00304,DB00908,1
DB01267,DB00764,1
DB00151,DB01454,1
DB00626,DB01200,1
DB00559,DB01424,1
DB00166,DB01032,1
DB00929,DB01698,1
DB00331,DB01212,1
DB00970,DB01126,1
DB00428,DB01214,1
DB02073,DB00277,1
DB00381,DB04173,1
DB01119,DB00532,1
DB00987,DB00305,1
DB01159,DB00624,1
DB01174,DB00122,1
DB00136,DB01008,1
DB00388,DB00788,1
DB01104,DB01483,1
DB00230,DB00950,1
DB01113,DB01035,1
DB00755,DB00698,1
DB01544,DB00224,1
DB03568,DB01406,1
DB00688,DB00696,1
DB00499,DB00641,1
DB01115,DB00753,1
DB00602,DB00847,1
DB01181,DB00468,1
DB00390,DB00966,1
DB00243,DB00116,1
DB01232,DB02998,1
DB01043,DB01159,1
DB00772,DB00580,1
DB01186,DB00747,1
DB00929,DB00457,1
DB00864,DB03193,1
DB00435,DB00555,1
DB02967,DB01132,1
DB01435,DB01234,1
DB00118,DB00549,1
DB00481,DB00437,1
DB00640,DB00898,1
DB00687,DB00399,1
DB00201,DB00710,1
DB00586,DB00842,1
DB00368,DB00724,1
DB01954,DB00440,1
DB00268,DB00851,1
DB00148,DB00332,1
DB00104,DB00966,1
DB00855,DB00625,1
DB02712,DB00927,1
DB00305,DB01393,1
DB00988,DB00814,1
DB00755,DB01173,1
DB02347,DB00260,1
DB01173,DB00988,1
DB02855,DB04540,1
DB00290,DB01169,1
DB00860,DB00436,1
DB00665,DB00399,1
DB01221,DB00988,1
DB00917,DB01248,1
DB01212,DB00656,1
DB02300,DB00896,1
DB04137,DB01169,1
DB00584,DB00523,1
DB00399,DB02073,1
DB01118,DB00300,1
DB00548,DB02169,1
DB00203,DB00435,1
DB00993,DB01136,1
DB02052,DB00694,1
DB00227,DB00822,1
DB00661,DB02533,1
DB00724,DB01933,1
DB01248,DB00572,1
DB00368,DB00118,1
DB00657,DB00273,1
DB00381,DB00313,1
DB00244,DB00435,1
DB01013,DB00608,1
DB00465,DB00920,1
DB00515,DB00250,1
DB00336,DB00175,1
DB01696,DB00950,1
DB00704,DB00252,1
DB01101,DB02266,1
DB00152,DB00368,1
DB00240,DB02925,1
DB01095,DB00848,1
DB00977,DB00945,1
DB00304,DB00457,1
DB00772,DB00788,1
DB00871,DB01095,1
DB00825,DB00884,1
DB00685,DB00863,1
DB00143,DB00208,1
DB00136,DB00636,1
DB00445,DB00549,1
DB00325,DB00945,1
DB02379,DB00199,1
DB00977,DB00499,1
DB00378,DB01393,1
DB00338,DB00364,1
DB03568,DB02527,1
DB00776,DB00533,1
DB00820,DB00605,1
DB04485,DB00626,1
DB01220,DB00380,1
DB00950,DB01392,1
DB01420,DB00203,1
DB00307,DB00884,1
DB00795,DB00724,1
DB02169,DB00778,1
DB00834,DB01216,1
DB01173,DB00695,1
DB01041,DB00950,1
DB04299,DB00633,1
DB00704,DB03783,1
DB01073,DB01429,1
DB01220,DB00338,1
DB00143,DB01590,1
DB01093,DB00495,1
DB01033,DB00917,1
DB00928,DB02169,1
DB00588,DB01407,1
DB01229,DB01099,1
DB00307,DB00995,1
DB00780,DB00831,1
DB00865,DB04690,1
DB00957,DB00325,1
DB01173,DB01098,1
DB01005,DB00999,1
DB00262,DB00118,1
DB02056,DB00857,1
DB00184,DB00357,1
DB00224,DB02998,1
DB00317,DB00866,1
DB01039,DB02709,1
DB00132,DB00602,1
DB01179,DB00704,1
DB00399,DB00688,1
DB04216,DB00254,1
DB02712,DB00322,1
DB00317,DB00836,1
DB01182,DB00831,1
DB02375,DB00470,1
DB00305,DB00741,1
DB01018,DB00898,1
DB02375,DB00669,1
DB02691,DB00489,1
DB00537,DB01645,1
DB01351,DB00307,1
DB02901,DB00141,1
DB03703,DB00320,1
DB00796,DB00561,1
DB00755,DB01236,1
DB01169,DB00829,1
DB01586,DB02701,1
DB01452,DB00373,1
DB01029,DB02709,1
DB03568,DB00982,1
DB00182,DB00907,1
DB02691,DB00261,1
DB01001,DB01128,1
DB00328,DB00162,1
DB01050,DB00898,1
DB00668,DB04077,1
DB00700,DB00819,1
DB00920,DB02347,1
DB00982,DB00338,1
DB00177,DB04827,1
DB01088,DB01203,1
DB01032,DB01118,1
DB00694,DB00414,1
DB01022,DB02379,1
DB00394,DB00499,1
DB00435,DB03760,1
DB00321,DB00341,1
DB00343,DB01149,1
DB01425,DB01259,1
DB00599,DB00806,1
DB00772,DB01204,1
DB01220,DB00411,1
DB00481,DB01852,1
DB00168,DB01406,1
DB02901,DB04173,1
DB00627,DB00584,1
DB00586,DB01118,1
DB01367,DB00320,1
DB00168,DB00605,1
DB00695,DB00957,1
DB00762,DB00178,1
DB01026,DB00334,1
DB01275,DB00613,1
DB00590,DB01399,1
DB01750,DB00304,1
DB01221,DB00482,1
DB00379,DB00313,1
DB01030,DB00388,1
DB00400,DB00881,1
DB00136,DB04786,1
DB00293,DB01409,1
DB00822,DB00789,1
DB00333,DB00882,1
DB00834,DB00476,1
DB00920,DB00717,1
DB01059,DB01119,1
DB00612,DB00559,1
DB00897,DB01174,1
DB00586,DB02757,1
DB00175,DB01378,1
DB01452,DB04743,1
DB04365,DB04751,1
DB00470,DB00961,1
DB01395,DB01058,1
DB00709,DB00999,1
DB02266,DB01128,1
DB00318,DB00296,1
DB00323,DB01199,1
DB03128,DB01136,1
DB01919,DB02901,1
DB00162,DB00884,1
DB04485,DB00368,1
DB00974,DB01016,1
DB01229,DB04557,1
DB00763,DB00916,1
DB02379,DB00932,1
DB00977,DB00608,1
DB00695,DB01098,1
DB01151,DB02379,1
DB00255,DB02709,1
DB04216,DB01370,1
DB00883,DB02095,1
DB00643,DB01248,1
DB01366,DB00300,1
DB02691,DB00208,1
DB04743,DB01412,1
DB00252,DB00118,1
DB01092,DB01167,1
DB00927,DB00700,1
DB02266,DB02207,1
DB03568,DB00333,1
DB00305,DB00806,1
DB00136,DB00472,1
DB04572,DB01166,1
DB00541,DB00822,1
DB00822,DB04841,1
DB00136,DB00356,1
DB02010,DB00917,1
DB01370,DB00561,1
DB00399,DB00564,1
DB02587,DB00550,1
DB01599,DB00388,1
DB03435,DB01030,1
DB03568,DB00421,1
DB00143,DB00184,1
DB00762,DB02266,1
DB00574,DB00281,1
DB00446,DB00625,1
DB00929,DB00364,1
DB01236,DB00635,1
DB01085,DB00608,1
DB04540,DB00255,1
DB04743,DB01418,1
DB01395,DB03760,1
DB03575,DB00786,1
DB00201,DB00284,1
DB00238,DB00710,1
DB00207,DB00922,1
DB03760,DB00290,1
DB02901,DB00170,1
DB01420,DB01357,1
DB00761,DB02587,1
DB00770,DB01064,1
DB00118,DB00530,1
DB00170,DB02345,1
DB00993,DB01597,1
DB01183,DB00281,1
DB04173,DB01438,1
DB00867,DB02021,1
DB04690,DB00789,1
DB00388,DB00169,1
DB00544,DB02709,1
DB00495,DB00783,1
DB01093,DB01942,1
DB00243,DB01058,1
DB00853,DB00494,1
DB01452,DB00563,1
DB00831,DB01006,1
DB00549,DB00737,1
DB00755,DB00640,1
DB00458,DB01236,1
DB00891,DB04573,1
DB00281,DB01436,1
DB03568,DB01009,1
DB00829,DB00201,1
DB00861,DB02010,1
DB03994,DB00848,1
DB04743,DB01039,1
DB00305,DB00466,1
DB00727,DB00119,1
DB00503,DB01018,1
DB00134,DB00398,1
DB00909,DB03128,1
DB00570,DB00533,1
DB04786,DB00727,1
DB00762,DB01068,1
DB01590,DB00945,1
DB02656,DB01394,1
DB00503,DB00379,1
DB04465,DB01045,1
DB00421,DB00563,1
DB01085,DB00966,1
DB00934,DB01055,1
DB00898,DB00606,1
DB02691,DB01045,1
DB02261,DB00273,1
DB00987,DB00316,1
DB01126,DB00368,1
DB01454,DB02261,1
DB00379,DB01204,1
DB01132,DB02901,1
DB00861,DB00920,1
DB01166,DB01151,1
DB01009,DB00661,1
DB01041,DB01677,1
DB00188,DB00435,1
DB01241,DB01073,1
DB00647,DB00480,1
DB00641,DB01169,1
DB00435,DB00764,1
DB01242,DB00865,1
DB02701,DB00499,1
DB00788,DB00168,1
DB04381,DB00262,1
DB00763,DB00977,1
DB04690,DB01611,1
DB00381,DB01115,1
DB00208,DB01174,1
DB00853,DB01039,1
DB00920,DB02539,1
DB00860,DB01399,1
DB00477,DB00920,1
DB00143,DB00320,1
DB00811,DB00668,1
DB00650,DB01242,1
DB00709,DB02709,1
DB00991,DB01093,1
DB01628,DB00364,1
DB00975,DB00388,1
DB04827,DB00624,1
DB00275,DB00273,1
DB00798,DB01159,1
DB00497,DB00871,1
DB00818,DB00166,1
DB00848,DB00542,1
DB00445,DB01296,1
DB00218,DB00499,1
DB01103,DB00169,1
DB01165,DB04173,1
DB00127,DB00432,1
DB03760,DB00764,1
DB04106,DB01151,1
DB00297,DB01586,1
DB00318,DB00679,1
DB01595,DB00115,1
DB00571,DB00917,1
DB02967,DB02052,1
DB02207,DB00836,1
DB02546,DB02679,1
DB00843,DB00881,1
DB02329,DB00482,1
DB00472,DB00296,1
DB00541,DB00553,1
DB00382,DB00276,1
DB04817,DB00836,1
DB04829,DB02207,1
DB01032,DB00333,1
DB00515,DB01586,1
DB00575,DB01852,1
DB00694,DB01169,1
DB00342,DB00208,1
DB00227,DB01039,1
DB00134,DB00682,1
DB01425,DB00896,1
DB04743,DB00669,1
DB01173,DB01452,1
DB01092,DB00261,1
DB00448,DB00188,1
DB00390,DB01220,1
DB01129,DB00987,1
DB01059,DB00841,1
DB01267,DB00623,1
DB00752,DB01085,1
DB01080,DB00605,1
DB00227,DB02709,1
DB00875,DB03902,1
DB00734,DB01698,1
DB00819,DB00245,1
DB01115,DB00997,1
DB00655,DB00797,1
DB01296,DB01435,1
DB00755,DB01098,1
DB01030,DB00367,1
DB00440,DB00254,1
DB00574,DB01110,1
DB00243,DB03760,1
DB00281,DB04258,1
DB00304,DB00988,1
DB00471,DB00526,1
DB00602,DB00594,1
DB00404,DB02860,1
DB00559,DB00118,1
DB00570,DB01159,1
DB01026,DB00394,1
DB00982,DB00720,1
DB00495,DB04137,1
DB02691,DB01092,1
DB00762,DB01399,1
DB00208,DB00633,1
DB00312,DB00491,1
DB01203,DB00783,1
DB01073,DB00549,1
DB00749,DB00882,1
DB01083,DB00132,1
DB01184,DB00482,1
DB03703,DB00637,1
DB01213,DB01698,1
DB00331,DB03568,1
DB00813,DB00988,1
DB02315,DB00091,1
DB04485,DB00254,1
DB01099,DB01032,1
DB00918,DB01609,1
DB01429,DB00297,1
DB00279,DB01174,1
DB04703,DB00977,1
DB00936,DB00359,1
DB01221,DB00834,1
DB00848,DB00461,1
DB01211,DB00180,1
DB04077,DB00570,1
DB03193,DB01108,1
DB00977,DB04743,1
DB04272,DB00122,1
DB00624,DB00367,1
DB01275,DB00780,1
DB00361,DB00116,1
DB00630,DB04743,1
DB00927,DB00312,1
DB00963,DB00530,1
DB03796,DB00207,1
DB01026,DB00637,1
DB00717,DB01393,1
DB00364,DB00819,1
DB04381,DB00586,1
DB00526,DB00884,1
DB01351,DB01026,1
DB00300,DB01435,1
DB00978,DB00784,1
DB01677,DB00635,1
DB04572,DB00917,1
DB00563,DB03206,1
DB01919,DB00772,1
DB00813,DB00973,1
DB00338,DB01093,1
DB02679,DB00695,1
DB00717,DB00260,1
DB00360,DB00553,1
DB00321,DB00917,1
DB00470,DB00762,1
DB03575,DB00399,1
DB00759,DB00526,1
DB00228,DB04381,1
DB00181,DB00136,1
DB00399,DB00790,1
DB00843,DB01103,1
DB01045,DB00825,1
DB01024,DB01050,1
DB01008,DB00273,1
DB02379,DB00333,1
DB03760,DB00712,1
DB00390,DB00238,1
DB01073,DB00812,1
DB00170,DB04485,1
DB04540,DB01126,1
DB00181,DB00477,1
DB00396,DB01645,1
DB00780,DB00356,1
DB00734,DB00446,1
DB00091,DB02656,1
DB01429,DB00843,1
DB00400,DB00255,1
DB00747,DB00829,1
DB00958,DB00620,1
DB01628,DB01119,1
DB00364,DB01213,1
DB00291,DB01168,1
DB00841,DB00916,1
DB00328,DB01232,1
DB01143,DB02187,1
DB01184,DB00184,1
DB00836,DB01576,1
DB04417,DB00176,1
DB00367,DB01223,1
DB01221,DB04513,1
DB00348,DB00300,1
DB00276,DB01039,1
DB00512,DB01590,1
DB00295,DB01954,1
DB00490,DB00431,1
DB00396,DB00394,1
DB00333,DB01452,1
DB01628,DB00704,1
DB00679,DB02207,1
DB02021,DB01223,1
DB00540,DB00532,1
DB00637,DB00143,1
DB01039,DB02021,1
DB00642,DB00738,1
DB00929,DB02300,1
DB01750,DB00178,1
DB00466,DB03703,1
DB01136,DB00798,1
DB01454,DB00696,1
DB00312,DB01454,1
DB00669,DB00812,1
DB01039,DB00201,1
DB00847,DB01599,1
DB00540,DB00821,1
DB00367,DB00470,1
DB00717,DB00989,1
DB00583,DB01045,1
DB01454,DB00181,1
DB00928,DB01005,1
DB00974,DB00989,1
DB00675,DB00958,1
DB00783,DB02701,1
DB00640,DB02679,1
DB00851,DB00136,1
DB03568,DB00999,1
DB04557,DB01435,1
DB01108,DB00896,1
DB00589,DB00756,1
DB00570,DB00208,1
DB01708,DB02527,1
DB01708,DB00682,1
DB01088,DB03206,1
DB00716,DB03796,1
DB02533,DB01628,1
DB00300,DB00514,1
DB00977,DB01098,1
DB00515,DB00341,1
DB00753,DB01117,1
DB00471,DB00207,1
DB00240,DB00413,1
DB00380,DB00136,1
DB00851,DB00966,1
DB01173,DB00749,1
DB02300,DB01364,1
DB01216,DB01173,1
DB00323,DB00333,1
DB00977,DB00572,1
DB01454,DB01075,1
DB00179,DB02261,1
DB00545,DB00341,1
DB00819,DB04014,1
DB00157,DB00698,1
DB00665,DB00687,1
DB00790,DB00173,1
DB02262,DB01268,1
DB00977,DB00245,1
DB02021,DB01221,1
DB02262,DB00720,1
DB00612,DB01018,1
DB00252,DB01222,1
DB01852,DB00917,1
DB00762,DB00404,1
DB04829,DB01108,1
DB00981,DB00382,1
DB00984,DB00245,1
DB00642,DB04166,1
DB00197,DB00795,1
DB00822,DB00636,1
DB01259,DB00148,1
DB00421,DB00482,1
DB00490,DB01174,1
DB00993,DB01085,1
DB00822,DB00653,1
DB01076,DB00399,1
DB00396,DB02375,1
DB04572,DB00179,1
DB03754,DB01186,1
DB00388,DB00831,1
DB00947,DB00400,1
DB01165,DB00688,1
DB01852,DB00480,1
DB00177,DB00320,1
DB00515,DB01241,1
DB00296,DB00245,1
DB00864,DB00512,1
DB00403,DB00922,1
DB00432,DB00290,1
DB02740,DB00682,1
DB00896,DB00148,1
DB00342,DB00570,1
DB04224,DB04707,1
DB01204,DB00927,1
DB01418,DB00412,1
DB00554,DB00421,1
DB00134,DB01054,1
DB01005,DB00181,1
DB00734,DB00312,1
DB00903,DB01597,1
DB04224,DB00841,1
DB01244,DB04743,1
DB01059,DB01069,1
DB00907,DB00896,1
DB00627,DB00264,1
DB00550,DB01035,1
DB00169,DB01143,1
DB00530,DB00860,1
DB00242,DB00169,1
DB00612,DB00435,1
DB04573,DB00951,1
DB04743,DB03419,1
DB04828,DB00851,1
DB00499,DB01156,1
DB00640,DB01273,1
DB00175,DB04743,1
DB00741,DB01037,1
DB00967,DB02740,1
DB00550,DB00831,1
DB01762,DB03193,1
DB01262,DB00790,1
DB00526,DB00563,1
DB01296,DB00388,1
DB00951,DB01275,1
DB00995,DB00279,1
DB00412,DB00503,1
DB00959,DB00908,1
DB00457,DB00891,1
DB00526,DB01019,1
DB00820,DB00363,1
DB01093,DB00563,1
DB00594,DB00321,1
DB00290,DB01018,1
DB04417,DB00398,1
DB01041,DB00939,1
DB01062,DB04513,1
DB00166,DB00831,1
DB01114,DB00468,1
DB00181,DB00884,1
DB00446,DB02169,1
DB00184,DB04572,1
DB01580,DB00867,1
DB01162,DB01032,1
DB00313,DB00811,1
DB01212,DB00909,1
DB02701,DB01136,1
DB01011,DB00542,1
DB00228,DB03796,1
DB02546,DB00624,1
DB00118,DB00602,1
DB00583,DB01698,1
DB00947,DB00655,1
DB00466,DB00363,1
